global_step,train_loss,eval_loss,train_ppl,eval_ppl
10488,0.005106887314468622,1.8655681814998388,1.0051199496900505,6.459605071608773
10626,0.008885863237082958,1.859697202841441,1.008925459715884,6.42179197664144
10764,0.007577341049909592,1.8718215411321983,1.0076061217463952,6.500125868717617
10902,0.013486470095813274,1.8868985950118966,1.0135778227466061,6.598871140015582
11040,0.02062247321009636,1.8851472484982676,1.0208365857210284,6.587324344222282
11178,0.011585122905671597,1.879732723037402,1.0116524903440396,6.551753495377637
11316,0.021525708958506584,1.8708168100565672,1.021759058360954,6.493598270051542
11454,0.018356597051024437,1.8752390301475923,1.0185261150478757,6.522377978986553
11592,0.013850240968167782,1.8943307434933052,1.0139465999065138,6.648097632847085
11730,0.008693109266459942,1.9024782977584336,1.0087310040691122,6.702484628708259
11868,0.015976842492818832,1.8946765119002924,1.0161051546712232,6.650396732430184
12000,0.010951441712677479,1.9015253879543808,1.011011628259633,6.69610080748003
12006,0.016703950241208076,1.900272608631187,1.0168442412675962,6.687717323266696
12144,0.01794411987066269,1.91700602736738,1.0181060829006092,6.800567246918343
12282,0.0011566753964871168,1.8930379901495245,1.0011573446034672,6.639508835197023
12420,0.019517965614795685,1.9050958943035867,1.0197096864075264,6.72005201144579
12558,0.02452307753264904,1.9000851747890313,1.0248262412953466,6.686463936180793
12696,0.013472738675773144,1.909159277462297,1.0135639049793344,6.747413710500727
12834,0.007504549343138933,1.9117816312031612,1.0075327790464434,6.76513103648053
12972,0.005599984899163246,1.9173272063748703,1.0056156941247179,6.802751797154139
13110,0.01052394974976778,1.9160997350182798,1.0105795212818545,6.794406736886144
13248,0.006106638815253973,1.9167727002253134,1.0061253223458937,6.798980675100521
13386,0.0036562567111104727,1.9148785380853548,1.0036629489714008,6.786114492480265
13524,0.001862324308604002,1.918292776371042,1.0018640595115222,6.809323502390994
13662,0.005098703783005476,1.9216748614692025,1.0051117242929744,6.832392202100474
13800,0.015930863097310066,1.921857978320784,1.016058435844498,6.833643442807426
